,Brand,Year,Model,Title,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,Location,CylindersinEngine,BodyType,Doors,Seats,Price
47,Audi,2016,A4,2016 Audi A4 2.0 Tfsi S Tronic Sport,USED,Automatic,"4 cyl, 2 L",Front,Premium,5.3 L / 100 km,64801,Grey / Black Leather,"Berwick, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,32999
48,Audi,2021,Q5,2021 Audi Q5 40 TDI Quattro Mhev,USED,Automatic,"4 cyl, 2 L",AWD,Hybrid,5.4 L / 100 km,44493,White / Black,"Smeaton Grange, NSW",4 cyl,SUV, 4 Doors, 5 Seats,64888
49,Audi,2016,A3,2016 Audi A3 2.0 Tfsi Sportback,USED,Automatic,"4 cyl, 2 L",Front,Premium,5.9 L / 100 km,45313,White / Black,"Zetland, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,31880
50,Audi,2020,RS,2020 Audi RS 7 4.0 Tfsi Quattro Mhev,USED,Automatic,"8 cyl, 4 L",AWD,Hybrid,11.6 L / 100 km,43003,White / Dark,"Pennant Hills, NSW",8 cyl,Other, 4 Doors, 5 Seats,189990
51,Audi,2014,A5,2014 Audi A5 2.0 Tfsi Quattro,USED,Automatic,"4 cyl, 2 L",AWD,Premium,6.7 L / 100 km,82119,White / Black,"Blacktown, NSW",4 cyl,Coupe, 2 Doors, 4 Seats,27380
52,Audi,2017,A3,2017 Audi A3 1.4 Tfsi Sportback COD,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,5 L / 100 km,34199,White / Black,"Tullamarine, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,38888
53,Audi,2019,S4,2019 Audi S4 3.0 Tfsi Quattro Tiptronic,USED,Automatic,"6 cyl, 3 L",AWD,Premium,7.7 L / 100 km,26338,Grey / Black,"Tullamarine, VIC",6 cyl,Sedan, 4 Doors, 5 Seats,74888
54,Audi,2017,Q3,2017 Audi Q3 2.0 Tfsi Sport Quattro (132KW),USED,Automatic,"4 cyl, 2 L",AWD,Premium,6.7 L / 100 km,56100,Grey / Black,"Zetland, NSW",4 cyl,SUV, 4 Doors, 5 Seats,34880
55,Audi,2023,S3,2023 Audi S3 2.0 Tfsi Quattro,DEMO,Automatic,"4 cyl, 2 L",AWD,Premium,7.3 L / 100 km,2088,Yellow / Black/Black,"Artarmon, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,87688
56,Audi,2018,A3,2018 Audi A3 35 Tfsi Sprtbck (1.4 Tfsi Cod),USED,Automatic,"4 cyl, 1.4 L",Front,Premium,5 L / 100 km,49029,White / -,"Alexandria, NSW",4 cyl,Other, 4 Doors, 5 Seats,35990
57,Audi,2006,Q7,2006 Audi Q7 4.2 FSI Quattro,USED,Automatic,"8 cyl, 4.2 L",AWD,Premium,13.6 L / 100 km,221294,Red / -,"Minchinbury, NSW",8 cyl,SUV, 4 Doors, 5 Seats,18995
58,Audi,2022,A3,2022 Audi A3 35 Tfsi Mhev,USED,Automatic,"4 cyl, 1.5 L",Front,Premium,4.9 L / 100 km,4142,White / Black,"Zetland, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,47880
59,Audi,2016,Q7,2016 Audi Q7 3.0 TDI Quattro (160KW),USED,Automatic,"6 cyl, 3 L",AWD,Diesel,5.8 L / 100 km,93753,Silver / -,"Rozelle, NSW",6 cyl,SUV, 4 Doors, 7 Seats,42800
60,Audi,2017,Q5,2017 Audi Q5 2.0 TDI Quattro Sport,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,5.4 L / 100 km,60153,Black / -,"Launceston, TAS",4 cyl,SUV, 4 Doors, 5 Seats,41990
61,Audi,2017,S5,2017 Audi S5 3.0 Tfsi Quattro,USED,Automatic,"6 cyl, 3 L",AWD,Premium,7.6 L / 100 km,66657,Blue / -,"Mansfield, QLD",6 cyl,Coupe, 2 Doors, 4 Seats,57800
62,Audi,2020,SQ5,2020 Audi SQ5 3.0 Tfsi Quattro,USED,Automatic,"6 cyl, 3 L",AWD,Premium,8.7 L / 100 km,52158,Grey / -,"Bentley, WA",6 cyl,SUV, 4 Doors, 5 Seats,77977
63,Audi,2015,A3,2015 Audi A3 1.8 Tfsi Ambition Quattro,USED,Automatic,"4 cyl, 1.8 L",AWD,Premium,6.6 L / 100 km,118379,White / -,"Homebush, NSW",4 cyl,Convertible, 2 Doors, 4 Seats,31888
64,Audi,2010,Q5,2010 Audi Q5 2.0 TDI Quattro,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,6.8 L / 100 km,127153,Grey / -,"Coburg North, VIC",4 cyl,SUV, 4 Doors, 5 Seats,17990
65,Audi,2018,SQ5,2018 Audi SQ5 3.0 Tfsi Quattro,USED,Automatic,"6 cyl, 3 L",AWD,Premium,8.7 L / 100 km,98169,White / -,"Rozelle, NSW",6 cyl,SUV, 4 Doors, 5 Seats,61800
66,Audi,2021,Q7,2021 Audi Q7 50 TDI Quattro Mhev,USED,Automatic,"6 cyl, 3 L",AWD,Hybrid,6.8 L / 100 km,26322,Black / -,"Rozelle, NSW",6 cyl,SUV, 4 Doors, 7 Seats,99800
67,Audi,2022,A3,2022 Audi A3 35 Tfsi Mhev,USED,Automatic,"4 cyl, 1.5 L",Front,Premium,4.9 L / 100 km,6845,White / Black,"Zetland, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,46880
68,Audi,2017,SQ5,2017 Audi SQ5 3.0 Tfsi Quattro,USED,Automatic,"6 cyl, 3 L",AWD,Premium,8.7 L / 100 km,74929,Grey / Black,"Hobart, TAS",6 cyl,SUV, 4 Doors, 5 Seats,59990
69,Audi,2022,A1,2022 Audi A1 35 Tfsi,USED,Automatic,"4 cyl, 1.5 L",Front,Premium,5.8 L / 100 km,11788,White / -,"Alexandria, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,43990
70,Audi,2019,Q3,2019 Audi Q3 35 Tfsi S Tronic,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,7.2 L / 100 km,51058,White / Black,"Burwood, VIC",4 cyl,SUV, 4 Doors, 5 Seats,44888
71,Audi,2018,A1,2018 Audi A1 Sportback 1.0 Tfsi,USED,Automatic,"3 cyl, 1 L",Front,Premium,4.4 L / 100 km,35741,Blue / -,"Eagle Farm, QLD",3 cyl,Hatchback, 5 Doors, 5 Seats,24400
72,Audi,2022,RS,2022 Audi RS 6 Avant 4.0 Tfsi Quattro Mhev,DEMO,Automatic,"8 cyl, 4 L",AWD,Hybrid,11.7 L / 100 km,2147,Grey / Black/Express Red Stitching,"Southport, QLD",8 cyl,Wagon, 4 Doors, 5 Seats,299990
73,Audi,2021,RS,2021 Audi RS Q3 2.5 Tfsi Quattro,USED,Automatic,"5 cyl, 2.5 L",AWD,Premium,8.9 L / 100 km,9998,Blue / -,"Homebush, NSW",5 cyl,SUV, 4 Doors, 5 Seats,108888
74,Audi,2016,Q3,2016 Audi Q3 1.4 Tfsi (110KW),USED,Automatic,"4 cyl, 1.4 L",Front,Premium,5.9 L / 100 km,146001,Grey / -,"Beresfield, NSW",4 cyl,SUV, 4 Doors, 5 Seats,21800
75,Audi,2022,Q3,2022 Audi Q3 35 Tfsi,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,7.2 L / 100 km,24000,White / Black,"Zetland, NSW",4 cyl,SUV, 4 Doors, 5 Seats,55880
76,Audi,2023,Q5,2023 Audi Q5 40 TDI Quattro S Line Mhev,DEMO,Automatic,"4 cyl, 2 L",AWD,Hybrid,5.4 L / 100 km,2002,White / Black,"Artarmon, NSW",4 cyl,SUV, 4 Doors, 5 Seats,88888
77,Audi,2016,A3,2016 Audi A3 1.8 Tfsi Ambition,USED,Automatic,"4 cyl, 1.8 L",Front,Premium,5.6 L / 100 km,45861,Black / -,"Campbelltown, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,27000
78,Audi,2014,A3,2014 Audi A3 1.4 Tfsi Attraction COD,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,4.7 L / 100 km,96958,Silver / Black,"Brighton, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,22990
79,Audi,2015,Q5,2015 Audi Q5 2.0 Tfsi Quattro,USED,Automatic,"4 cyl, 2 L",AWD,Premium,7.9 L / 100 km,46604,Grey / Black,"Artarmon, NSW",4 cyl,SUV, 4 Doors, 5 Seats,37990
80,Audi,2014,Q5,2014 Audi Q5 3.0 TDI Quattro,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,6.4 L / 100 km,151454,Blue / -,"Edwardstown, SA",6 cyl,SUV, 4 Doors, 5 Seats,23987
81,Audi,2008,Q7,2008 Audi Q7 3.0 TDI Quattro,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,10.5 L / 100 km,205197,Grey / -,"Thornleigh, NSW",6 cyl,SUV, 4 Doors, 5 Seats,16990
82,Audi,2017,Q5,2017 Audi Q5 2.0 TDI Quattro Design,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,5.5 L / 100 km,116871,White / Black,"Osborne Park, WA",4 cyl,SUV, 4 Doors, 5 Seats,33580
83,Audi,2015,A5,2015 Audi A5 2.0 Tfsi Quattro,USED,Automatic,"4 cyl, 2 L",AWD,Premium,6.7 L / 100 km,115334,Grey / Black,"Blacktown, NSW",4 cyl,Coupe, 2 Doors, 4 Seats,26880
84,Audi,2017,Q5,2017 Audi Q5 2.0 TDI Quattro Sport,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,5.5 L / 100 km,92876,White / Black,"Maitland, NSW",4 cyl,SUV, 4 Doors, 5 Seats,39888
85,Audi,2009,TT,2009 Audi TT 2.0 Tfsi,USED,Automatic,"4 cyl, 2 L",Front,Premium,7.8 L / 100 km,169651,White / -,"Five Dock, NSW",4 cyl,Coupe, 2 Doors, 4 Seats,13999
86,Audi,2012,Q7,2012 Audi Q7 3.0 TDI Quattro,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,7.4 L / 100 km,147000,Grey / Black,"Strathpine, QLD",6 cyl,SUV, 4 Doors, 7 Seats,21990
87,Audi,2014,Q7,2014 Audi Q7 4.2 TDI Quattro,USED,Automatic,"8 cyl, 4.1 L",AWD,Diesel,9.2 L / 100 km,199941,Black / -,"Five Dock, NSW",8 cyl,SUV, 4 Doors, 7 Seats,28999
88,Audi,2016,A4,2016 Audi A4 2.0 TDI Quattro S Tronic Sport,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,4.6 L / 100 km,92045,- / -,"Fyshwick, ACT",4 cyl,Sedan, 4 Doors, 5 Seats,33990
89,Audi,2016,SQ7,2016 Audi SQ7 4.0 TDI V8 Quattro,USED,Automatic,"8 cyl, 4 L",AWD,Diesel,7.2 L / 100 km,59995,Grey / Black,"Springwood, QLD",8 cyl,SUV, 4 Doors, 5 Seats,84990
90,Audi,2011,A4,2011 Audi A4 2.0 Tfsi Avant Quattro,USED,Automatic,"4 cyl, 2 L",AWD,Premium,7.7 L / 100 km,165654,Blue / -,"Morayfield, QLD",4 cyl,Wagon, 4 Doors, 5 Seats,13990
91,Audi,2017,A5,2017 Audi A5 2.0 Tfsi S Tronic Sport,USED,Automatic,"4 cyl, 2 L",Front,Premium,5.5 L / 100 km,52943,Black / Black,"South Melbourne, VIC",4 cyl,Coupe, 2 Doors, 4 Seats,42990
92,Audi,2014,Q7,2014 Audi Q7 3.0 TDI Quattro,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,7.4 L / 100 km,106808,White / Black,"Vermont, VIC",6 cyl,SUV, 4 Doors, 7 Seats,39990
93,Audi,2018,Q5,2018 Audi Q5 2.0 TDI Quattro Sport,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,5.5 L / 100 km,82563,Silver / -,"Rozelle, NSW",4 cyl,SUV, 4 Doors, 5 Seats,42800
94,Audi,2015,A5,2015 Audi A5 S Tronic Quattro,USED,Automatic,-,Other,Premium,-,73000,Blue / Black,"Sumner, QLD",-,Coupe,,,33500
95,Audi,2014,A6,2014 Audi A6 2.0 TDI,USED,Automatic,"4 cyl, 2 L",Front,Diesel,5 L / 100 km,123000,White / -,"Seventeen Mile Rocks, QLD",4 cyl,Sedan, 4 Doors, 5 Seats,20500
96,Audi,2023,Q5,2023 Audi Q5 45 Tfsi Quattro Mhev,DEMO,Automatic,"4 cyl, 2 L",AWD,Hybrid,8 L / 100 km,2650,White / Black,"Mornington, VIC",4 cyl,SUV, 4 Doors, 5 Seats,89990
97,Audi,2018,Q5,2018 Audi Q5 2.0 TDI Quattro Sport,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,5.5 L / 100 km,134941,Silver / -,"Launceston, TAS",4 cyl,SUV, 4 Doors, 5 Seats,36990
98,Audi,2016,A4,2016 Audi A4 1.4 Tfsi S Tronic Sport,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,5.5 L / 100 km,96256,Blue / -,"Bentley, WA",4 cyl,Sedan, 4 Doors, 5 Seats,26999
99,Audi,2019,Q2,2019 Audi Q2 40 Tfsi Quattro (2.0 Tfsi),USED,Automatic,"4 cyl, 2 L",AWD,Premium,6.5 L / 100 km,35342,Silver / -,"Bentley, WA",4 cyl,SUV, 4 Doors, 5 Seats,42369
100,Audi,2018,S5,2018 Audi S5 Sportback 3.0 Tfsi Quattro,USED,Automatic,"6 cyl, 3 L",AWD,Premium,7.7 L / 100 km,100698,White / -,"Somerton Park, SA",6 cyl,Hatchback, 5 Doors, 4 Seats,50990
101,Audi,2018,Q5,2018 Audi Q5 2.0 Tfsi Quattro Sport,USED,Automatic,"4 cyl, 2 L",AWD,Premium,7.3 L / 100 km,30911,Silver / Black,"Southport, QLD",4 cyl,SUV, 4 Doors, 5 Seats,59990
102,Audi,2022,Q5,2022 Audi Q5 45 Tfsi Quattro S Line Mhev,DEMO,Automatic,"4 cyl, 2 L",AWD,Hybrid,8 L / 100 km,200,White / Black,"Artarmon, NSW",4 cyl,SUV, 4 Doors, 5 Seats,94788
103,Audi,2016,A5,2016 Audi A5 2.0 Tfsi Quattro,USED,Automatic,"4 cyl, 2 L",AWD,Premium,6.7 L / 100 km,62497,Grey / -,"Hoppers Crossing, VIC",4 cyl,Coupe, 2 Doors, 4 Seats,33990
104,Audi,2016,RS3,2016 Audi RS3 Sportback Quattro,USED,Automatic,"5 cyl, 2.5 L",AWD,Premium,8.1 L / 100 km,74700,Silver / -,"Myaree, WA",5 cyl,Hatchback, 5 Doors, 5 Seats,54990
105,Audi,2023,Q5,2023 Audi Q5 45 Tfsi Quattro Mhev,DEMO,Automatic,"4 cyl, 2 L",AWD,Hybrid,8 L / 100 km,2088,Silver / Black,"Artarmon, NSW",4 cyl,SUV, 4 Doors, 5 Seats,89588
106,Audi,2022,Q3,2022 Audi Q3 35 Tfsi,DEMO,Automatic,"4 cyl, 1.4 L",Front,Premium,7.2 L / 100 km,6100,Silver / Black,"Artarmon, NSW",4 cyl,SUV, 4 Doors, 5 Seats,57588
107,Audi,2019,RS5,2019 Audi RS5 2.9 Tfsi Tiptronic,USED,Automatic,"6 cyl, 2.9 L",AWD,Premium,8.9 L / 100 km,12388,Blue / -,"Liverpool, NSW",6 cyl,Hatchback, 5 Doors, 4 Seats,121950
108,Audi,2010,Q7,2010 Audi Q7 3.0 TDI Quattro,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,7.8 L / 100 km,185595,Black / -,"Coburg North, VIC",6 cyl,SUV, 4 Doors, 7 Seats,17800
109,Audi,2022,E-Tron,2022 Audi E-Tron 55 Quattro,DEMO,Automatic,0 L,AWD,Electric,0 L / 100 km,20,Black / Black,"Hobart, TAS",0 L,SUV, 4 Doors, 5 Seats,159990
110,Audi,2022,SQ7,2022 Audi SQ7 Tfsi Quattro,USED,Automatic,"8 cyl, 4 L",AWD,Premium,12.1 L / 100 km,10280,Black / Black,"Carlton, NSW",8 cyl,SUV, 4 Doors, 7 Seats,168888
111,Audi,2008,Q7,2008 Audi Q7 3.0 TDI Quattro,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,10.5 L / 100 km,197100,Black / -,"Five Dock, NSW",6 cyl,SUV, 4 Doors, 7 Seats,9999
112,Audi,2016,Q7,2016 Audi Q7 3.0 TDI Quattro (160KW),USED,Automatic,"6 cyl, 3 L",AWD,Diesel,5.8 L / 100 km,90801,White / -,"Rozelle, NSW",6 cyl,SUV, 4 Doors, 7 Seats,44800
113,Audi,2012,A5,2012 Audi A5,USED,Automatic,-,Other,Unleaded,-,64133,Black / -,"Rouse Hill, NSW",-,Convertible,,,29999
114,Audi,2022,RS,2022 Audi RS Q3 2.5 Tfsi Quattro,DEMO,Automatic,"5 cyl, 2.5 L",AWD,Premium,8.9 L / 100 km,2347,Green / Black/Express Red Stitching,"Southport, QLD",5 cyl,SUV, 4 Doors, 5 Seats,129990
115,Audi,2017,TT,2017 Audi TT RS Quattro,USED,Automatic,"5 cyl, 2.5 L",AWD,Premium,8.6 L / 100 km,42750,Grey / Black,"Nunawading, VIC",5 cyl,Convertible, 2 Doors, 4 Seats,95990
116,Audi,2015,S3,2015 Audi S3 2.0 Tfsi Quattro,USED,Automatic,"4 cyl, 2 L",AWD,Premium,6.9 L / 100 km,83657,White / -,"Artarmon, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,33990
117,Audi,2016,A3,2016 Audi A3 Sportback 1.4 Tfsi Attraction,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,4.9 L / 100 km,94803,White / -,"Five Dock, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,17999
118,Audi,2019,A3,2019 Audi A3 40 Tfsi QTR (2.0 QTR Tfsi),USED,Automatic,"4 cyl, 2 L",AWD,Premium,6.1 L / 100 km,47312,Black / Black Leather,"Warwick Farm, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,45880
119,Audi,2013,A8,2013 Audi A8 3.0 TDI Quattro,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,6.6 L / 100 km,270000,Silver / -,"Haberfield, NSW",6 cyl,Sedan, 4 Doors, 5 Seats,33990
120,Audi,2012,A4,2012 Audi A4 2.0 Tfsi,USED,Automatic,"4 cyl, 2 L",Front,Premium,7.1 L / 100 km,108285,Silver / Leather,"Elderslie, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,14999
121,Audi,2022,Q5,2022 Audi Q5 40 TDI Quattro S Line Mhev,DEMO,Automatic,"4 cyl, 2 L",AWD,Hybrid,5.4 L / 100 km,6400,Blue / Black,"Artarmon, NSW",4 cyl,SUV, 4 Doors, 5 Seats,88788
122,Audi,2022,Q3,2022 Audi Q3 35 Tfsi S Line,DEMO,Automatic,"4 cyl, 1.4 L",Front,Premium,7.3 L / 100 km,5100,Grey / Black,"Artarmon, NSW",4 cyl,SUV, 4 Doors, 5 Seats,60888
123,Audi,2018,RS3,2018 Audi RS3 Quattro,USED,Automatic,"5 cyl, 2.5 L",AWD,Premium,8.4 L / 100 km,60000,Black / -,"Ryde, NSW",5 cyl,Sedan, 4 Doors, 5 Seats,72888
124,Audi,2022,Q3,2022 Audi Q3 35 Tfsi,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,7.2 L / 100 km,20,Black / Black,"Pennant Hills, NSW",4 cyl,SUV, 4 Doors, 5 Seats,61990
125,Audi,2022,Q2,2022 Audi Q2 35 Tfsi,USED,Automatic,"4 cyl, 1.5 L",Front,Premium,5.2 L / 100 km,3191,Silver / Black,"Zetland, NSW",4 cyl,SUV, 4 Doors, 5 Seats,48880
126,Audi,2021,SQ7,2021 Audi SQ7 TDI V8 Quattro Mhev,USED,Automatic,"8 cyl, 4 L",AWD,Hybrid,7.6 L / 100 km,34412,Black / Red,"Blacktown, NSW",8 cyl,SUV, 4 Doors, 7 Seats,158880
127,Audi,2009,A3,2009 Audi A3 2.0 Tfsi Ambition,USED,Automatic,"4 cyl, 2 L",Front,Premium,7.6 L / 100 km,109012,- / -,"Mornington, VIC",4 cyl,Convertible, 2 Doors, 4 Seats,14999
128,Audi,2018,A5,2018 Audi A5 2.0 Tfsi Quattro S Tronic Sprt,USED,Automatic,"4 cyl, 2 L",AWD,Premium,6.5 L / 100 km,82000,Black / -,"Moorabbin, VIC",4 cyl,Coupe, 2 Doors, 4 Seats,45999
129,Audi,2019,A3,2019 Audi A3 35 Tfsi (1.4 Tfsi),USED,Automatic,"4 cyl, 1.4 L",Front,Premium,5.1 L / 100 km,56016,White / Black,"Zetland, NSW",4 cyl,Convertible, 2 Doors, 4 Seats,39880
130,Audi,2014,RS,2014 Audi RS Q3 2.5 Tfsi Quattro,USED,Automatic,"5 cyl, 2.5 L",AWD,Premium,8.8 L / 100 km,25342,Orange / Black,"Ashmore, QLD",5 cyl,SUV, 4 Doors, 5 Seats,47990
131,Audi,2011,Q7,2011 Audi Q7 3.0 TDI Quattro,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,7.8 L / 100 km,157000,Silver / Black,"Minchinbury, NSW",6 cyl,SUV, 4 Doors, 7 Seats,26995
132,Audi,2018,S5,2018 Audi S5 Sportback Tiptronic Quattro,USED,Automatic,-,Other,Premium,-,39566,Grey / Black,"Zetland, NSW",-,Hatchback,,,78880
133,Audi,2007,Q7,2007 Audi Q7 3.0 TDI Quattro,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,10.5 L / 100 km,227358,Blue / Black,"Molendinar, QLD",6 cyl,SUV, 4 Doors, 5 Seats,12990
134,Audi,2015,Q5,2015 Audi Q5 2.0 Tfsi Quattro,USED,Automatic,"4 cyl, 2 L",AWD,Premium,7.9 L / 100 km,140070,Black / -,"Rozelle, NSW",4 cyl,SUV, 4 Doors, 5 Seats,26800
135,Audi,2015,A6,2015 Audi A6 1.8 Tfsi,USED,Automatic,"4 cyl, 1.8 L",Front,Premium,5.7 L / 100 km,148222,White / Black,"Phillip, ACT",4 cyl,Sedan, 4 Doors, 5 Seats,24990
136,Audi,2018,S3,2018 Audi S3 2.0 Tfsi Quattro,USED,Automatic,"4 cyl, 2 L",AWD,Premium,6.5 L / 100 km,100000,Grey / Black,"Port Melbourne, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,45990
137,Audi,2019,SQ5,2019 Audi SQ5 3.0 Tfsi Quattro Black Edition,USED,Automatic,"6 cyl, 3 L",AWD,Premium,8.7 L / 100 km,64490,Grey / Black,"South Melbourne, VIC",6 cyl,SUV, 4 Doors, 5 Seats,76990
138,Audi,2012,A1,2012 Audi A1 8X Ambition Sportback 5dr S tronic 7sp 1.4T,USED,Automatic,-,Front,Diesel,-,135933,Black / -,"Granville, NSW",-,Hatchback,,,13990
139,Audi,2019,Q3,2019 Audi Q3 35 Tfsi S Tronic,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,7.2 L / 100 km,52651,- / -,"Fyshwick, ACT",4 cyl,SUV, 4 Doors, 5 Seats,42830
140,Audi,2021,S3,2021 Audi S3 2.0 Tfsi Quattro,USED,Automatic,"4 cyl, 2 L",AWD,Premium,7.3 L / 100 km,6301,Grey / Black,"Smeaton Grange, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,69880
141,Audi,2022,A3,2022 Audi A3 40 Tfsi Quattro S Line,USED,Automatic,"4 cyl, 2 L",AWD,Premium,6.6 L / 100 km,8401,Red / Black,"Zetland, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,53880
142,Audi,2019,A3,2019 Audi A3 40 Tfsi Quattro S Line Plus,USED,Automatic,"4 cyl, 2 L",AWD,Premium,6.1 L / 100 km,79995,Grey / Black,"Pennant Hills, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,41800
143,Audi,2019,A4,2019 Audi A4 Allroad 45 Tfsi Qutro S Tronic,USED,Automatic,"4 cyl, 2 L",AWD,Premium,6.7 L / 100 km,21546,Grey / -,"Cardiff, NSW",4 cyl,Wagon, 4 Doors, 5 Seats,64990
144,Audi,2015,A1,2015 Audi A1 Sportback 1.8 Tfsi S Line,USED,Automatic,"4 cyl, 1.8 L",Front,Premium,5.9 L / 100 km,91343,White / -,"Mayfield West, NSW",4 cyl,Hatchback, 5 Doors, 4 Seats,21990
145,Audi,2008,Q7,2008 Audi Q7 3.0 TDI Quattro,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,10.5 L / 100 km,183862,Silver / -,"Minchinbury, NSW",6 cyl,SUV, 4 Doors, 7 Seats,16995
146,Audi,2015,TT,2015 Audi TT S 2.0 Tfsi Quattro,USED,Automatic,"4 cyl, 2 L",AWD,Premium,6.9 L / 100 km,99219,Grey / -,"Laverton North, VIC",4 cyl,Convertible, 2 Doors, 4 Seats,49990
147,Audi,2016,A4,2016 Audi A4 2.0 Tfsi Quattro S Tronic SPT,USED,Automatic,"4 cyl, 2 L",AWD,Premium,6.3 L / 100 km,120150,Silver / Black,"Maryville, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,26990
148,Audi,2016,SQ5,2016 Audi SQ5 3.0 TDI Quattro,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,6.8 L / 100 km,152995,Grey / -,"Five Dock, NSW",6 cyl,SUV, 5 Doors, 5 Seats,29999
149,Audi,2016,Q5,2016 Audi Q5 2.0 Tfsi Quattro,USED,Automatic,"4 cyl, 2 L",AWD,Premium,7.9 L / 100 km,48622,Silver / Black,"Maddington, WA",4 cyl,SUV, 4 Doors, 5 Seats,39898
150,Audi,2022,A1,2022 Audi A1 35 Tfsi,USED,Automatic,"4 cyl, 1.5 L",Front,Premium,5.8 L / 100 km,28856,Silver / Leather,"Epping, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,42705
151,Audi,2018,A3,2018 Audi A3 35 Tfsi Sprtbck (1.4 Tfsi Cod),USED,Automatic,"4 cyl, 1.4 L",Front,Premium,5 L / 100 km,22404,Silver / Black,"Chatswood, NSW",4 cyl,Other, 4 Doors, 5 Seats,32800
152,Audi,2004,A3,2004 Audi A3 1.6 Attraction,USED,Manual,"4 cyl, 1.6 L",Front,Premium,6.7 L / 100 km,138000,Grey / Grey,"Minchinbury, NSW",4 cyl,Hatchback, 3 Doors, 5 Seats,6995
153,Audi,2009,Q7,2009 Audi Q7 4.2 FSI Quattro,USED,Automatic,"8 cyl, 4.2 L",AWD,Premium,13.6 L / 100 km,224551,Black / -,"Regents Park, NSW",8 cyl,SUV, 4 Doors, 7 Seats,4990
154,Audi,2023,Q5,2023 Audi Q5 40 TDI Quattro Sport Mhev,DEMO,Automatic,"4 cyl, 2 L",AWD,Hybrid,5.4 L / 100 km,28,Silver / Black,"Hobart, TAS",4 cyl,SUV, 4 Doors, 5 Seats,88990
155,Audi,2020,Q3,2020 Audi Q3 40 Tfsi Quattro S Line,USED,Automatic,"4 cyl, 2 L",AWD,Premium,8.3 L / 100 km,25000,White / Black Leather,"Springwood, QLD",4 cyl,SUV, 4 Doors, 5 Seats,65990
156,Audi,2018,Q7,2018 Audi Q7 3.0 TDI Quattro (160KW),USED,Automatic,"6 cyl, 3 L",AWD,Diesel,5.9 L / 100 km,156322,Silver / Black,"Southport, QLD",6 cyl,SUV, 4 Doors, 7 Seats,48990
157,Audi,2021,SQ5,2021 Audi SQ5 3.0 TDI Quattro Mhev Spec Edtn,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,6.8 L / 100 km,46717,Blue / Black,"Zetland, NSW",6 cyl,SUV, 4 Doors, 5 Seats,87880
158,Audi,2022,A3,2022 Audi A3 35 Tfsi Mhev,DEMO,Automatic,"4 cyl, 1.5 L",Front,Premium,4.9 L / 100 km,4100,Silver / Black,"Southport, QLD",4 cyl,Sedan, 4 Doors, 5 Seats,50990
159,Audi,2013,A3,2013 Audi A3 Sportback 2.0 TDI Ambition,USED,Automatic,"4 cyl, 2 L",Front,Diesel,5.3 L / 100 km,120413,White / Black,"Ringwood, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,19950
